customer_id,internet_service_type_id,contract_type_id,payment_type_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,churn_month,payment_type,contract_type,payment_type_id,monthly_charges,total_charges,contract_type_id,paperless_billing,internet_service_type,gender,senior_citizen,partner,dependents,signup_date,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
6383-ZTSIW,2,2,2,Female,1,Yes,No,39,Yes,No,Yes,Yes,No,No,Yes,Yes,No,99.1,3877.95,No,NULL,"Mailed check","One year",2,99.1,3877.95,2,No,"Fiber optic",Female,1,Yes,No,"2018-10-21 18:07:34",Yes,No,2,Yes,Yes,No,No,Yes,Yes
6479-OAUSD,3,2,4,Male,0,No,No,25,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.9,510.8,No,NULL,"Credit card (automatic)","One year",4,19.9,510.8,2,No,None,Male,0,No,No,"2019-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6518-KZXCB,3,3,2,Male,0,No,No,22,Yes,Yes,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,25.25,566.5,No,NULL,"Mailed check","Two year",2,25.25,566.5,3,No,None,Male,0,No,No,"2020-03-21 18:07:34",Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6629-CZTTH,1,1,2,Male,0,No,No,1,Yes,No,No,No,No,No,No,Yes,Yes,55.7,55.7,Yes,2022-01-31,"Mailed check",Month-to-month,2,55.7,55.7,1,Yes,DSL,Male,0,No,No,"2021-12-21 18:07:34",Yes,No,1,No,No,No,No,No,Yes
6818-DJXAA,2,1,1,Female,0,No,Yes,10,Yes,No,No,No,Yes,Yes,Yes,No,Yes,91.1,964.35,No,NULL,"Electronic check",Month-to-month,1,91.1,964.35,1,Yes,"Fiber optic",Female,0,No,Yes,"2021-03-21 18:07:34",Yes,No,2,No,No,Yes,Yes,Yes,No
6876-ADESB,1,1,1,Male,0,No,Yes,1,Yes,No,No,No,Yes,No,No,No,No,48.95,48.95,Yes,2022-01-31,"Electronic check",Month-to-month,1,48.95,48.95,1,No,DSL,Male,0,No,Yes,"2021-12-21 18:07:34",Yes,No,1,No,No,Yes,No,No,No
7892-POOKP,2,1,1,Female,0,Yes,No,28,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,104.8,3046.05,Yes,2022-01-31,"Electronic check",Month-to-month,1,104.8,3046.05,1,Yes,"Fiber optic",Female,0,Yes,No,"2019-09-21 18:07:34",Yes,Yes,2,No,No,Yes,Yes,Yes,Yes
7951-VRDVK,1,2,3,Female,0,No,No,36,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,85.85,3003.55,No,NULL,"Bank transfer (automatic)","One year",3,85.85,3003.55,2,No,DSL,Female,0,No,No,"2019-01-21 18:07:34",Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes
8347-GDTMP,3,3,4,Female,0,Yes,No,64,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.45,1225.65,No,NULL,"Credit card (automatic)","Two year",4,19.45,1225.65,3,No,None,Female,0,Yes,No,"2016-09-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8751-EDEKA,2,1,4,Female,0,Yes,No,28,Yes,No,No,Yes,Yes,No,No,Yes,No,89.9,2433.5,No,NULL,"Credit card (automatic)",Month-to-month,4,89.9,2433.5,1,No,"Fiber optic",Female,0,Yes,No,"2019-09-21 18:07:34",Yes,No,2,No,Yes,Yes,No,No,Yes
8857-CUPFQ,3,3,2,Male,0,Yes,No,63,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.25,1237.65,No,NULL,"Mailed check","Two year",2,19.25,1237.65,3,No,None,Male,0,Yes,No,"2016-10-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8901-UPRHR,2,3,3,Female,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,109.2,7711.45,No,NULL,"Bank transfer (automatic)","Two year",3,109.2,7711.45,3,Yes,"Fiber optic",Female,0,Yes,Yes,"2016-01-21 18:07:34",Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes
9060-HJJRW,1,2,4,Female,0,No,No,51,No,"No phone service",No,Yes,Yes,No,Yes,Yes,Yes,56.4,2928.5,No,NULL,"Credit card (automatic)","One year",4,56.4,2928.5,2,Yes,DSL,Female,0,No,No,"2017-10-21 18:07:34",No,"No phone service",1,No,Yes,Yes,No,Yes,Yes
9133-AYJZG,2,1,4,Female,0,No,No,23,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,98.7,2249.1,No,NULL,"Credit card (automatic)",Month-to-month,4,98.7,2249.1,1,Yes,"Fiber optic",Female,0,No,No,"2020-02-21 18:07:34",Yes,Yes,2,No,Yes,No,No,Yes,Yes
9227-YBAXE,1,3,3,Female,0,Yes,Yes,65,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,82.5,5215.1,No,NULL,"Bank transfer (automatic)","Two year",3,82.5,5215.1,3,Yes,DSL,Female,0,Yes,Yes,"2016-08-21 18:07:34",Yes,Yes,1,Yes,Yes,No,Yes,Yes,Yes
9330-DHBFL,1,2,2,Female,0,Yes,Yes,23,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,66.25,1533.8,No,NULL,"Mailed check","One year",2,66.25,1533.8,2,Yes,DSL,Female,0,Yes,Yes,"2020-02-21 18:07:34",Yes,No,1,Yes,Yes,Yes,Yes,No,No
9565-FLVCG,1,3,2,Male,0,Yes,Yes,65,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,69.55,4459.15,No,NULL,"Mailed check","Two year",2,69.55,4459.15,3,Yes,DSL,Male,0,Yes,Yes,"2016-08-21 18:07:34",Yes,Yes,1,Yes,Yes,No,No,No,Yes
9837-FWLCH,3,1,1,Male,0,Yes,Yes,12,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,19.2,239,No,NULL,"Electronic check",Month-to-month,1,19.2,239,1,Yes,None,Male,0,Yes,Yes,"2021-01-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
0898-XCGTF,2,2,3,Male,0,Yes,No,61,Yes,Yes,No,No,No,No,Yes,Yes,Yes,96.5,5673.7,No,NULL,"Bank transfer (automatic)","One year",3,96.5,5673.7,2,Yes,"Fiber optic",Male,0,Yes,No,"2016-12-21 18:07:34",Yes,Yes,2,No,No,No,No,Yes,Yes
1541-ETJZO,1,1,2,Male,0,No,No,1,Yes,Yes,No,No,Yes,Yes,No,No,No,62.05,62.05,Yes,2022-01-31,"Mailed check",Month-to-month,2,62.05,62.05,1,No,DSL,Male,0,No,No,"2021-12-21 18:07:34",Yes,Yes,1,No,No,Yes,Yes,No,No
1699-HPSBG,1,2,1,Male,0,No,No,12,Yes,No,No,No,No,Yes,Yes,No,Yes,59.8,727.8,Yes,2022-01-31,"Electronic check","One year",1,59.8,727.8,2,Yes,DSL,Male,0,No,No,"2021-01-21 18:07:34",Yes,No,1,No,No,No,Yes,Yes,No
2138-VFAPZ,3,3,2,Female,0,Yes,Yes,14,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,19.7,263.65,No,NULL,"Mailed check","Two year",2,19.7,263.65,3,Yes,None,Female,0,Yes,Yes,"2020-11-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2511-ALLCS,3,3,3,Female,0,Yes,Yes,35,Yes,Yes,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,24.3,821.6,No,NULL,"Bank transfer (automatic)","Two year",3,24.3,821.6,3,No,None,Female,0,Yes,Yes,"2019-02-21 18:07:34",Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2865-TCHJW,2,1,1,Female,1,No,No,4,Yes,Yes,No,No,Yes,No,Yes,No,Yes,89.2,346.2,Yes,2022-01-31,"Electronic check",Month-to-month,1,89.2,346.2,1,Yes,"Fiber optic",Female,1,No,No,"2021-09-21 18:07:34",Yes,Yes,2,No,No,Yes,No,Yes,No
3137-LUPIX,1,1,2,Female,0,No,No,4,Yes,Yes,No,No,No,Yes,Yes,No,Yes,64.4,253,No,NULL,"Mailed check",Month-to-month,2,64.4,253,1,Yes,DSL,Female,0,No,No,"2021-09-21 18:07:34",Yes,Yes,1,No,No,No,Yes,Yes,No
3181-VTHOE,1,2,3,Male,0,Yes,No,70,No,"No phone service",No,Yes,Yes,Yes,No,Yes,Yes,51.05,3635.15,No,NULL,"Bank transfer (automatic)","One year",3,51.05,3635.15,2,Yes,DSL,Male,0,Yes,No,"2016-03-21 18:07:34",No,"No phone service",1,No,Yes,Yes,Yes,No,Yes
3295-YVUSR,2,1,2,Male,1,No,No,2,Yes,Yes,No,No,No,No,No,No,Yes,72.6,154.3,No,NULL,"Mailed check",Month-to-month,2,72.6,154.3,1,Yes,"Fiber optic",Male,1,No,No,"2021-11-21 18:07:34",Yes,Yes,2,No,No,No,No,No,No
3518-PZXZQ,1,1,2,Female,0,Yes,No,1,Yes,No,No,No,No,No,Yes,No,Yes,55.3,55.3,No,NULL,"Mailed check",Month-to-month,2,55.3,55.3,1,Yes,DSL,Female,0,Yes,No,"2021-12-21 18:07:34",Yes,No,1,No,No,No,No,Yes,No
3765-JXVKY,2,1,1,Female,0,No,No,1,Yes,No,No,Yes,No,No,No,No,Yes,74.7,74.7,Yes,2022-01-31,"Electronic check",Month-to-month,1,74.7,74.7,1,Yes,"Fiber optic",Female,0,No,No,"2021-12-21 18:07:34",Yes,No,2,No,Yes,No,No,No,No
3795-GWTRD,1,3,4,Female,0,Yes,Yes,63,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,75.55,4707.85,No,NULL,"Credit card (automatic)","Two year",4,75.55,4707.85,3,No,DSL,Female,0,Yes,Yes,"2016-10-21 18:07:34",Yes,No,1,Yes,Yes,Yes,Yes,Yes,No
3926-CUQZX,1,1,3,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,45.1,45.1,Yes,2022-01-31,"Bank transfer (automatic)",Month-to-month,3,45.1,45.1,1,Yes,DSL,Male,0,No,No,"2021-12-21 18:07:34",Yes,No,1,No,No,No,No,No,No
4468-KAZHE,1,1,1,Female,1,Yes,No,20,Yes,No,No,Yes,No,No,No,Yes,Yes,60,1259.35,No,NULL,"Electronic check",Month-to-month,1,60,1259.35,1,Yes,DSL,Female,1,Yes,No,"2020-05-21 18:07:34",Yes,No,1,No,Yes,No,No,No,Yes
4523-WXCEF,2,1,1,Female,0,Yes,No,59,Yes,Yes,No,Yes,No,No,Yes,Yes,No,101.1,6039.9,Yes,2022-01-31,"Electronic check",Month-to-month,1,101.1,6039.9,1,No,"Fiber optic",Female,0,Yes,No,"2017-02-21 18:07:34",Yes,Yes,2,No,Yes,No,No,Yes,Yes
4881-GQJTW,3,1,4,Male,0,No,No,14,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.6,300.4,No,NULL,"Credit card (automatic)",Month-to-month,4,19.6,300.4,1,No,None,Male,0,No,No,"2020-11-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4905-JEFDW,1,2,1,Male,0,No,No,11,No,"No phone service",No,No,Yes,No,Yes,No,Yes,41.6,470.6,Yes,2022-01-31,"Electronic check","One year",1,41.6,470.6,2,Yes,DSL,Male,0,No,No,"2021-02-21 18:07:34",No,"No phone service",1,No,No,Yes,No,Yes,No
4992-LTJNE,1,3,3,Male,0,Yes,Yes,72,Yes,Yes,Yes,No,No,No,No,No,No,55.3,3983.6,No,NULL,"Bank transfer (automatic)","Two year",3,55.3,3983.6,3,No,DSL,Male,0,Yes,Yes,"2016-01-21 18:07:34",Yes,Yes,1,Yes,No,No,No,No,No
5084-OOVCJ,1,1,4,Female,0,Yes,Yes,17,Yes,No,Yes,No,No,Yes,No,No,Yes,55.35,920.5,No,NULL,"Credit card (automatic)",Month-to-month,4,55.35,920.5,1,Yes,DSL,Female,0,Yes,Yes,"2020-08-21 18:07:34",Yes,No,1,Yes,No,No,Yes,No,No
5119-KEPFY,2,1,3,Male,0,Yes,No,36,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95,3440.25,No,NULL,"Bank transfer (automatic)",Month-to-month,3,95,3440.25,1,Yes,"Fiber optic",Male,0,Yes,No,"2019-01-21 18:07:34",Yes,Yes,2,No,No,No,No,Yes,Yes
5129-HHMZC,1,3,4,Female,0,Yes,No,43,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,86.45,3574.5,No,NULL,"Credit card (automatic)","Two year",4,86.45,3574.5,3,No,DSL,Female,0,Yes,No,"2018-06-21 18:07:34",Yes,Yes,1,Yes,Yes,No,Yes,Yes,Yes
5380-XPJNZ,3,2,2,Female,0,No,No,38,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.05,678.2,No,NULL,"Mailed check","One year",2,20.05,678.2,2,No,None,Female,0,No,No,"2018-11-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
5862-BRIXZ,1,3,3,Male,0,No,No,46,No,"No phone service",Yes,No,Yes,Yes,Yes,Yes,Yes,60.75,2893.4,No,NULL,"Bank transfer (automatic)","Two year",3,60.75,2893.4,3,Yes,DSL,Male,0,No,No,"2018-03-21 18:07:34",No,"No phone service",1,Yes,No,Yes,Yes,Yes,Yes
6139-ZZRBQ,3,3,3,Male,1,No,No,64,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.05,1198.05,No,NULL,"Bank transfer (automatic)","Two year",3,20.05,1198.05,3,Yes,None,Male,1,No,No,"2016-09-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6439-GTPCA,2,1,1,Female,0,No,No,45,Yes,Yes,No,No,Yes,Yes,No,No,Yes,87.25,3941.7,Yes,2022-01-31,"Electronic check",Month-to-month,1,87.25,3941.7,1,Yes,"Fiber optic",Female,0,No,No,"2018-04-21 18:07:34",Yes,Yes,2,No,No,Yes,Yes,No,No
6510-UPNKS,3,2,4,Female,0,No,No,23,Yes,Yes,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,24.8,615.35,No,NULL,"Credit card (automatic)","One year",4,24.8,615.35,2,No,None,Female,0,No,No,"2020-02-21 18:07:34",Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6762-QVYJO,1,3,2,Female,0,Yes,Yes,58,No,"No phone service",Yes,No,Yes,Yes,Yes,Yes,No,59.75,3624.35,No,NULL,"Mailed check","Two year",2,59.75,3624.35,3,No,DSL,Female,0,Yes,Yes,"2017-03-21 18:07:34",No,"No phone service",1,Yes,No,Yes,Yes,Yes,Yes
7065-YUNRY,1,1,2,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,45.3,45.3,Yes,2022-01-31,"Mailed check",Month-to-month,2,45.3,45.3,1,Yes,DSL,Female,0,No,No,"2021-12-21 18:07:34",Yes,No,1,No,No,No,No,No,No
7180-PISOG,2,1,1,Male,0,Yes,Yes,1,Yes,Yes,No,No,No,No,No,No,Yes,74.5,74.5,Yes,2022-01-31,"Electronic check",Month-to-month,1,74.5,74.5,1,Yes,"Fiber optic",Male,0,Yes,Yes,"2021-12-21 18:07:34",Yes,Yes,2,No,No,No,No,No,No
7421-ZLUPA,1,1,2,Female,0,No,No,8,No,"No phone service",No,Yes,No,No,No,No,Yes,29.25,226.95,No,NULL,"Mailed check",Month-to-month,2,29.25,226.95,1,Yes,DSL,Female,0,No,No,"2021-05-21 18:07:34",No,"No phone service",1,No,Yes,No,No,No,No
7841-FCRQD,1,2,4,Female,0,Yes,No,33,Yes,No,No,Yes,No,Yes,No,No,Yes,53.75,1857.3,No,NULL,"Credit card (automatic)","One year",4,53.75,1857.3,2,Yes,DSL,Female,0,Yes,No,"2019-04-21 18:07:34",Yes,No,1,No,Yes,No,Yes,No,No
8380-MQINP,3,3,2,Female,0,Yes,Yes,55,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.3,1079.05,No,NULL,"Mailed check","Two year",2,20.3,1079.05,3,No,None,Female,0,Yes,Yes,"2017-06-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8565-HBFNN,2,2,4,Male,0,Yes,No,69,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,107.2,7317.1,No,NULL,"Credit card (automatic)","One year",4,107.2,7317.1,2,Yes,"Fiber optic",Male,0,Yes,No,"2016-04-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,Yes,No,Yes
8734-DKSTZ,2,1,1,Female,0,Yes,Yes,10,Yes,Yes,No,No,No,No,No,Yes,No,85.95,858.6,No,NULL,"Electronic check",Month-to-month,1,85.95,858.6,1,No,"Fiber optic",Female,0,Yes,Yes,"2021-03-21 18:07:34",Yes,Yes,2,No,No,No,No,No,Yes
8910-ICHIU,2,2,4,Female,0,No,No,46,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,95.65,4664.2,No,NULL,"Credit card (automatic)","One year",4,95.65,4664.2,2,Yes,"Fiber optic",Female,0,No,No,"2018-03-21 18:07:34",Yes,No,2,Yes,Yes,Yes,No,Yes,No
9031-ZVQPT,2,3,1,Male,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,108.2,7840.6,No,NULL,"Electronic check","Two year",1,108.2,7840.6,3,Yes,"Fiber optic",Male,0,Yes,No,"2016-01-21 18:07:34",Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes
9256-JTBNZ,3,1,3,Female,0,No,No,11,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.3,246.3,No,NULL,"Bank transfer (automatic)",Month-to-month,3,20.3,246.3,1,No,None,Female,0,No,No,"2021-02-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9692-TUSXH,2,1,1,Female,0,No,No,18,Yes,No,Yes,No,No,No,Yes,Yes,Yes,96.05,1740.7,Yes,2022-01-31,"Electronic check",Month-to-month,1,96.05,1740.7,1,Yes,"Fiber optic",Female,0,No,No,"2020-07-21 18:07:34",Yes,No,2,Yes,No,No,No,Yes,Yes
9932-WBWIK,3,1,2,Male,0,No,No,11,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.35,215.25,No,NULL,"Mailed check",Month-to-month,2,20.35,215.25,1,No,None,Male,0,No,No,"2021-02-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
0921-OHLVP,2,1,1,Male,0,No,No,22,Yes,Yes,No,No,No,No,No,Yes,No,83.05,1799.3,No,NULL,"Electronic check",Month-to-month,1,83.05,1799.3,1,No,"Fiber optic",Male,0,No,No,"2020-03-21 18:07:34",Yes,Yes,2,No,No,No,No,No,Yes
0923-PNFUB,2,1,1,Female,0,No,No,3,Yes,No,No,Yes,No,No,Yes,No,No,83.75,247.25,Yes,2022-01-31,"Electronic check",Month-to-month,1,83.75,247.25,1,No,"Fiber optic",Female,0,No,No,"2021-10-21 18:07:34",Yes,No,2,No,Yes,No,No,Yes,No
1022-RKXDR,3,2,2,Female,0,No,No,41,Yes,Yes,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,24.85,962.25,No,NULL,"Mailed check","One year",2,24.85,962.25,2,Yes,None,Female,0,No,No,"2018-08-21 18:07:34",Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1766-GKNMI,2,1,1,Male,0,No,No,29,Yes,Yes,No,No,No,No,No,Yes,Yes,84.9,2516.2,No,NULL,"Electronic check",Month-to-month,1,84.9,2516.2,1,Yes,"Fiber optic",Male,0,No,No,"2019-08-21 18:07:34",Yes,Yes,2,No,No,No,No,No,Yes
1905-OEILC,3,1,2,Female,0,No,No,1,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.5,19.5,No,NULL,"Mailed check",Month-to-month,2,19.5,19.5,1,No,None,Female,0,No,No,"2021-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2100-BDNSN,1,1,3,Female,0,Yes,No,5,Yes,Yes,No,No,Yes,Yes,Yes,No,No,67.95,350.3,Yes,2022-01-31,"Bank transfer (automatic)",Month-to-month,3,67.95,350.3,1,No,DSL,Female,0,Yes,No,"2021-08-21 18:07:34",Yes,Yes,1,No,No,Yes,Yes,Yes,No
2107-FBPTK,2,1,1,Female,1,No,No,30,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.1,3121.1,No,NULL,"Electronic check",Month-to-month,1,104.1,3121.1,1,Yes,"Fiber optic",Female,1,No,No,"2019-07-21 18:07:34",Yes,Yes,2,No,Yes,Yes,No,Yes,Yes
2202-CUYXZ,2,1,1,Male,0,No,No,1,Yes,No,No,No,Yes,No,Yes,No,Yes,84.85,84.85,Yes,2022-01-31,"Electronic check",Month-to-month,1,84.85,84.85,1,Yes,"Fiber optic",Male,0,No,No,"2021-12-21 18:07:34",Yes,No,2,No,No,Yes,No,Yes,No
2252-ISRNH,2,2,1,Male,0,Yes,Yes,9,Yes,Yes,No,No,Yes,No,Yes,No,Yes,90.35,767.9,No,NULL,"Electronic check","One year",1,90.35,767.9,2,Yes,"Fiber optic",Male,0,Yes,Yes,"2021-04-21 18:07:34",Yes,Yes,2,No,No,Yes,No,Yes,No
2322-VCZHZ,2,1,1,Male,1,Yes,No,23,Yes,No,Yes,Yes,No,No,No,Yes,Yes,90,2024.1,No,NULL,"Electronic check",Month-to-month,1,90,2024.1,1,Yes,"Fiber optic",Male,1,Yes,No,"2020-02-21 18:07:34",Yes,No,2,Yes,Yes,No,No,No,Yes
2397-BRLOM,2,1,4,Male,1,Yes,Yes,8,Yes,No,No,No,No,No,Yes,No,Yes,80.45,583.45,Yes,2022-01-31,"Credit card (automatic)",Month-to-month,4,80.45,583.45,1,Yes,"Fiber optic",Male,1,Yes,Yes,"2021-05-21 18:07:34",Yes,No,2,No,No,No,No,Yes,No
2580-ATZSQ,1,2,3,Female,0,Yes,Yes,65,Yes,No,Yes,Yes,Yes,No,No,No,No,61.35,3874.1,No,NULL,"Bank transfer (automatic)","One year",3,61.35,3874.1,2,No,DSL,Female,0,Yes,Yes,"2016-08-21 18:07:34",Yes,No,1,Yes,Yes,Yes,No,No,No
2592-HODOV,3,2,4,Male,0,No,No,13,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.3,259.65,No,NULL,"Credit card (automatic)","One year",4,19.3,259.65,2,No,None,Male,0,No,No,"2020-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2675-OTVVJ,2,1,1,Male,1,Yes,No,31,Yes,Yes,Yes,No,No,No,Yes,No,No,89.45,2807.65,No,NULL,"Electronic check",Month-to-month,1,89.45,2807.65,1,No,"Fiber optic",Male,1,Yes,No,"2019-06-21 18:07:34",Yes,Yes,2,Yes,No,No,No,Yes,No
2812-REYAT,3,2,3,Female,0,Yes,No,49,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.05,923.1,No,NULL,"Bank transfer (automatic)","One year",3,20.05,923.1,2,Yes,None,Female,0,Yes,No,"2017-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3131-NWVFJ,3,2,2,Female,0,Yes,Yes,14,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.55,294.5,No,NULL,"Mailed check","One year",2,19.55,294.5,2,No,None,Female,0,Yes,Yes,"2020-11-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3470-BTGQO,1,1,2,Male,0,No,Yes,21,Yes,No,No,No,No,No,No,No,No,45.65,985.05,No,NULL,"Mailed check",Month-to-month,2,45.65,985.05,1,No,DSL,Male,0,No,Yes,"2020-04-21 18:07:34",Yes,No,1,No,No,No,No,No,No
3720-DBRWL,1,3,4,Male,0,Yes,No,51,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,83.85,4307.1,No,NULL,"Credit card (automatic)","Two year",4,83.85,4307.1,3,Yes,DSL,Male,0,Yes,No,"2017-10-21 18:07:34",Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes
3904-UKFRE,2,1,1,Male,0,No,No,4,Yes,Yes,Yes,No,No,No,No,No,Yes,80.1,336.15,No,NULL,"Electronic check",Month-to-month,1,80.1,336.15,1,Yes,"Fiber optic",Male,0,No,No,"2021-09-21 18:07:34",Yes,Yes,2,Yes,No,No,No,No,No
4295-YURET,1,3,4,Female,1,Yes,Yes,56,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,72.6,4084.35,No,NULL,"Credit card (automatic)","Two year",4,72.6,4084.35,3,Yes,DSL,Female,1,Yes,Yes,"2017-05-21 18:07:34",Yes,No,1,Yes,No,No,Yes,Yes,Yes
4927-WWOOZ,2,1,1,Male,0,Yes,No,2,Yes,Yes,No,No,Yes,No,Yes,No,Yes,91.45,171.45,No,NULL,"Electronic check",Month-to-month,1,91.45,171.45,1,Yes,"Fiber optic",Male,0,Yes,No,"2021-11-21 18:07:34",Yes,Yes,2,No,No,Yes,No,Yes,No
5035-BVCXS,2,1,2,Male,0,No,No,11,Yes,No,No,Yes,No,No,No,No,Yes,75.9,866.4,No,NULL,"Mailed check",Month-to-month,2,75.9,866.4,1,Yes,"Fiber optic",Male,0,No,No,"2021-02-21 18:07:34",Yes,No,2,No,Yes,No,No,No,No
5310-NOOVA,3,3,1,Male,0,No,No,46,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.95,907.05,No,NULL,"Electronic check","Two year",1,19.95,907.05,3,No,None,Male,0,No,No,"2018-03-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
5383-MMTWC,2,1,1,Female,1,Yes,No,8,Yes,Yes,No,No,No,No,No,Yes,Yes,84,613.4,Yes,2022-01-31,"Electronic check",Month-to-month,1,84,613.4,1,Yes,"Fiber optic",Female,1,Yes,No,"2021-05-21 18:07:34",Yes,Yes,2,No,No,No,No,No,Yes
5438-QMDDL,1,1,2,Female,0,Yes,No,19,Yes,No,No,Yes,No,No,No,Yes,Yes,59.8,1130.85,No,NULL,"Mailed check",Month-to-month,2,59.8,1130.85,1,Yes,DSL,Female,0,Yes,No,"2020-06-21 18:07:34",Yes,No,1,No,Yes,No,No,No,Yes
5701-YVSVF,2,1,1,Female,1,Yes,No,11,Yes,No,No,No,No,Yes,Yes,No,Yes,82.9,880.05,No,NULL,"Electronic check",Month-to-month,1,82.9,880.05,1,Yes,"Fiber optic",Female,1,Yes,No,"2021-02-21 18:07:34",Yes,No,2,No,No,No,Yes,Yes,No
5829-NVSQN,1,2,3,Female,0,Yes,No,23,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,68.75,1689.45,No,NULL,"Bank transfer (automatic)","One year",3,68.75,1689.45,2,Yes,DSL,Female,0,Yes,No,"2020-02-21 18:07:34",Yes,No,1,Yes,No,Yes,Yes,No,Yes
